license_type,dba_name,account_business_street,license_number,account_business_city,account_business_state_province,account_business_zip_postal_code,classification,full_address,lon,lat
Pharmacy,Price Chopper Pharmacy #416,2219 N Belt Hwy,2016032950,Saint Joseph,Missouri,64506,Class A (Community/Ambulatory); Class J (Shared Services),"2219 N Belt Hwy, Saint Joseph, Missouri, 64506",-94.8024355,39.7863799
Pharmacy,Hermann Family Drug Store,195 Hwy 100 W,2016028602,Hermann,Missouri,65041,Class A (Community/Ambulatory); Class C (Long-Term Care),"195 Hwy 100 W, Hermann, Missouri, 65041",-91.44950299999999,38.686851
Pharmacy,CVS Pharmacy #10334,10820 Manchester Rd,2016039480,Kirkwood,Missouri,63122,Class A (Community/Ambulatory); Class C (Long-Term Care); Class D (Non-Sterile Compounding); Class J (Shared Services),"10820 Manchester Rd, Kirkwood, Missouri, 63122",-90.406702,38.5996337
Pharmacy,Walmart Pharmacy 10-4590,3410 SW Market St,2017004719,Lees Summit,Missouri,64082,Class A (Community/Ambulatory); Class J (Shared Services),"3410 SW Market St, Lees Summit, Missouri, 64082",-94.3780992,38.857021
Pharmacy,Leighr Pharmacy,1170 Kansas Street,2017015705,Liberty,Missouri,64068,Class A (Community/Ambulatory); Class C (Long-Term Care); Class D (Non-Sterile Compounding),"1170 Kansas Street, Liberty, Missouri, 64068",-94.44080029999999,39.2451952
Pharmacy,Walgreens #15820,605 N Main St,2017006066,Ironton,Missouri,63650,Class A (Community/Ambulatory); Class C (Long-Term Care); Class J (Shared Services),"605 N Main St, Ironton, Missouri, 63650",-90.62796639999999,37.6067195
Pharmacy,"Ava Drug #15726, Powered by Walgreens",124 W Washington Ave PO Box 457,2017006067,Ava,Missouri,65608-6504,Class A (Community/Ambulatory); Class C (Long-Term Care); Class J (Shared Services),"124 W Washington Ave PO Box 457, Ava, Missouri, 65608-6504",-92.6610457,36.9523597
Pharmacy,"Mansfield Drug #15731, Powered by Walgreens",101 N Business Hwy 60,2017006073,Mansfield,Missouri,65704,Class A (Community/Ambulatory); Class C (Long-Term Care); Class J (Shared Services),"101 N Business Hwy 60, Mansfield, Missouri, 65704",-92.58146194706497,37.1078953500947
Pharmacy,"Seymour Pharmacy #15732, Powered by Walgreens",214 S Main St,2017006072,Seymour,Missouri,65746,Class A (Community/Ambulatory); Class C (Long-Term Care); Class D (Non-Sterile Compounding); Class J (Shared Services),"214 S Main St, Seymour, Missouri, 65746",-92.76796999999999,37.14662879999999
Pharmacy,Walgreens #15800,904 W Business Hwy 60,2017006071,Dexter,Missouri,63841,Class A (Community/Ambulatory); Class C (Long-Term Care); Class J (Shared Services),"904 W Business Hwy 60, Dexter, Missouri, 63841",-89.9821934,36.8063208
Pharmacy,Walgreens #15821,903 Benham,2017006076,Bonne Terre,Missouri,63628,Class A (Community/Ambulatory); Class C (Long-Term Care); Class J (Shared Services),"903 Benham, Bonne Terre, Missouri, 63628",-90.5413841,37.922147
Pharmacy,Walgreens #15730,3222 S Main St,2017006070,Joplin,Missouri,64804,Class A (Community/Ambulatory); Class C (Long-Term Care); Class J (Shared Services),"3222 S Main St, Joplin, Missouri, 64804",-94.5157105,37.0540042
Pharmacy,Walgreens Specialty Pharmacy #16552,"628 N. New Ballas Rd., Ste A",2017010271,Creve Coeur,Missouri,63141,Class A (Community/Ambulatory); Class C (Long-Term Care); Class D (Non-Sterile Compounding); Class J (Shared Services),"628 N. New Ballas Rd., Ste A, Creve Coeur, Missouri, 63141",-90.4430486,38.6673054
Pharmacy,Costco Pharmacy #1268,1600 NW 88th St.,2017012863,Kansas City,Missouri,64155,Class A (Community/Ambulatory); Class J (Shared Services),"1600 NW 88th St., Kansas City, Missouri, 64155",-94.5992065,39.254045
Pharmacy,"Advocates for a Healthy Community, Inc.",860 Lynn St.,2017013552,Lebanon,Missouri,65536,Class A (Community/Ambulatory); Class C (Long-Term Care); Class J (Shared Services),"860 Lynn St., Lebanon, Missouri, 65536",-92.66693,37.6957852
Pharmacy,Mercy Pharmacy Olive-Mason,"12680 Olive Blvd., Ste. 150",2017022765,Saint Louis,Missouri,63141,Class A (Community/Ambulatory); Class D (Non-Sterile Compounding); Class J (Shared Services),"12680 Olive Blvd., Ste. 150, Saint Louis, Missouri, 63141",-90.47040679999999,38.6781494
Pharmacy,Mercy Pharmacy Medical Tower A/B,"621 S. New Ballas, Ste. 20-A",2017022761,Saint Louis,Missouri,63141,Class A (Community/Ambulatory); Class D (Non-Sterile Compounding); Class J (Shared Services),"621 S. New Ballas, Ste. 20-A, Saint Louis, Missouri, 63141",-90.4458434,38.6436323
Pharmacy,Mercy Pharmacy Patients First,901 Patients First Dr,2017022284,Washington,Missouri,63090,Class A (Community/Ambulatory); Class D (Non-Sterile Compounding); Class J (Shared Services),"901 Patients First Dr, Washington, Missouri, 63090",-91.0041493,38.54840799999999
Pharmacy,Mercy Pharmacy Washington,851 E 5th St Ste 104,2017022767,Washington,Missouri,63090,Class A (Community/Ambulatory); Class C (Long-Term Care); Class D (Non-Sterile Compounding); Class J (Shared Services),"851 E 5th St Ste 104, Washington, Missouri, 63090",-91.00212409999999,38.552588
Pharmacy,Mercy Pharmacy Jefferson,1400 US Hwy 61 S Ste S1100,2017022768,Festus,Missouri,63028,Class A (Community/Ambulatory); Class C (Long-Term Care); Class D (Non-Sterile Compounding); Class J (Shared Services),"1400 US Hwy 61 S Ste S1100, Festus, Missouri, 63028",-90.3934464,38.1958228
Pharmacy,CVS/pharmacy #10444,601 Center Dr.,2017027150,Sainte Genevieve,Missouri,63670,Class A (Community/Ambulatory); Class C (Long-Term Care); Class D (Non-Sterile Compounding); Class J (Shared Services),"601 Center Dr., Sainte Genevieve, Missouri, 63670",-90.0482667,37.9706206
Pharmacy,Mercy Pharmacy Fremont,1965 S. Fremont Ste 140,2017027476,Springfield,Missouri,65804,Class A (Community/Ambulatory); Class J (Shared Services),"1965 S. Fremont Ste 140, Springfield, Missouri, 65804",-93.2724267,37.1785611
Pharmacy,Mercy Pharmacy Springfield Mercy Virtual Pharmacy MSU,1235 E Cherokee St.,2017027479,Springfield,Missouri,65804,Class A (Community/Ambulatory); Class D (Non-Sterile Compounding); Class J (Shared Services),"1235 E Cherokee St., Springfield, Missouri, 65804",-93.27522929999999,37.1784987
Pharmacy,Mercy Pharmacy SGC,3231 S. National Ave. Ste 110,2017027477,Springfield,Missouri,65807,Class A (Community/Ambulatory); Class J (Shared Services),"3231 S. National Ave. Ste 110, Springfield, Missouri, 65807",-93.27954989999999,37.1554548
Pharmacy,Mercy Pharmacy Nixa,940 West Vernon Ste 130,2017027475,Nixa,Missouri,65714,Class A (Community/Ambulatory); Class J (Shared Services),"940 West Vernon Ste 130, Nixa, Missouri, 65714",-93.3041346,37.036338
Pharmacy,Mercy Pharmacy Joplin,"100 Mercy Way, Ste 2369",2017027474,Joplin,Missouri,64804,Class A (Community/Ambulatory); Class J (Shared Services),"100 Mercy Way, Ste 2369, Joplin, Missouri, 64804",-94.509759,37.0365472
Pharmacy,Centerwell Pharmacy Inc,301 E Armour Blvd Suite 2-East,2017037566,Kansas City,Missouri,64111,Class A (Community/Ambulatory),"301 E Armour Blvd Suite 2-East, Kansas City, Missouri, 64111",-94.5815678,39.0629143
Pharmacy,AuBurn Pharmacy #280,113 East US Hwy 54,2017036683,Camdenton,Missouri,65020,Class A (Community/Ambulatory); Class C (Long-Term Care); Class D (Non-Sterile Compounding); Class G (Medical Gas); Class J (Shared Services),"113 East US Hwy 54, Camdenton, Missouri, 65020",-92.7446289,38.0080902
Pharmacy,AuBurn Pharmacy #250,301 N 14th St PO Box 70,2017035701,Rich Hill,Missouri,64779,Class A (Community/Ambulatory); Class C (Long-Term Care); Class D (Non-Sterile Compounding); Class J (Shared Services),"301 N 14th St PO Box 70, Rich Hill, Missouri, 64779",-94.3508135,38.09868489999999
Pharmacy,"Health Care Pharmacy of Perryville, LLC",628 N Old St. Mary's Rd,2017038581,Perryville,Missouri,63775,Class A (Community/Ambulatory); Class C (Long-Term Care),"628 N Old St. Mary's Rd, Perryville, Missouri, 63775",-89.8691472,37.7315858
Pharmacy,Parkland Pharmacy,420 Piedmont Ave,2019045771,Piedmont,Missouri,63957,Class A (Community/Ambulatory); Class J (Shared Services),"420 Piedmont Ave, Piedmont, Missouri, 63957",-90.68052820000001,37.1683016
Pharmacy,AuBurn Pharmacy #255,54 B SE 1st Lane,2017039555,Lamar,Missouri,64759,Class A (Community/Ambulatory); Class C (Long-Term Care); Class D (Non-Sterile Compounding); Class J (Shared Services),"54 B SE 1st Lane, Lamar, Missouri, 64759",-94.2972542,37.4927189
Pharmacy,Infinium Pharmacy Republic,6129 US Hwy 60 W,2017040311,Brookline,Missouri,65619,Class A (Community/Ambulatory); Class C (Long-Term Care); Class J (Shared Services),"6129 US Hwy 60 W, Brookline, Missouri, 65619",-93.412089919246,37.15593696138575
Pharmacy,AuBurn LTC Nevada,125 S Washington St Ste 200,2017042337,Nevada,Missouri,64772,Class A (Community/Ambulatory); Class C (Long-Term Care); Class D (Non-Sterile Compounding); Class H (Sterile Product Compounding); Class J (Shared Services),"125 S Washington St Ste 200, Nevada, Missouri, 64772",-94.35505859999999,37.8373651
Pharmacy,Sinks Pharmacy,124 N Old Hwy 66,2018001550,Bourbon,Missouri,65441,Class A (Community/Ambulatory); Class C (Long-Term Care); Class J (Shared Services),"124 N Old Hwy 66, Bourbon, Missouri, 65441",-91.2482895,38.1521672
Pharmacy,Parkland Pharmacy,806 Valley Creek Dr,2018001903,Farmington,Missouri,63640,Class A (Community/Ambulatory); Class C (Long-Term Care); Class J (Shared Services),"806 Valley Creek Dr, Farmington, Missouri, 63640",-90.4400496,37.7909849
Pharmacy,Excel Pharmacy,505 Salt Lick Rd,2018005551,Saint Peters,Missouri,63376,Class A (Community/Ambulatory); Class D (Non-Sterile Compounding); Class J (Shared Services),"505 Salt Lick Rd, Saint Peters, Missouri, 63376",-90.6579277,38.7951281
Pharmacy,Roberts Drug Store,3501 W Truman Blvd  Ste H,2018007651,Jefferson City,Missouri,65109,Class A (Community/Ambulatory); Class C (Long-Term Care),"3501 W Truman Blvd  Ste H, Jefferson City, Missouri, 65109",-92.24986240000001,38.5903663
Pharmacy,Sefora Pharmacy,5819 S Lindbergh Blvd,2022010624,Saint Louis,Missouri,63123,Class A (Community/Ambulatory); Class C (Long-Term Care); Class D (Non-Sterile Compounding),"5819 S Lindbergh Blvd, Saint Louis, Missouri, 63123",-90.3478773,38.5215495
Pharmacy,GreaterHealth Pharmacy & Wellness,"5503 Delmar Blvd, Ste B",2022025032,Saint Louis,Missouri,63112,Class A (Community/Ambulatory); Class C (Long-Term Care),"5503 Delmar Blvd, Ste B, Saint Louis, Missouri, 63112",-90.2794126,38.6539963
Pharmacy,Gerbes Pharmacy #118,2101 Schotthill Woods Dr,2018013381,Jefferson City,Missouri,65101,Class A (Community/Ambulatory),"2101 Schotthill Woods Dr, Jefferson City, Missouri, 65101",-92.1473387,38.5486559
Pharmacy,Gerbes Pharmacy #125,2900 N Paris Rd,2018013327,Columbia,Missouri,65202,Class A (Community/Ambulatory),"2900 N Paris Rd, Columbia, Missouri, 65202",-92.29349140000001,38.9804789
Pharmacy,Ozark Pharmacy,2725 N Westwood Blvd,2022029944,Poplar Bluff,Missouri,63901,Class A (Community/Ambulatory),"2725 N Westwood Blvd, Poplar Bluff, Missouri, 63901",-90.4294347,36.7847207
Pharmacy,CVS/pharmacy #11308,400 W Clay Avenue,2018019292,Plattsburg,Missouri,64477,Class A (Community/Ambulatory); Class C (Long-Term Care); Class D (Non-Sterile Compounding); Class J (Shared Services),"400 W Clay Avenue, Plattsburg, Missouri, 64477",-94.4517252,39.5645919
Pharmacy,CVS/pharmacy #11313,101 South 2nd Street,2018019298,Odessa,Missouri,64076,Class A (Community/Ambulatory); Class C (Long-Term Care); Class D (Non-Sterile Compounding); Class J (Shared Services),"101 South 2nd Street, Odessa, Missouri, 64076",-93.9538998,39.00027619999999
Pharmacy,CVS/pharmacy #11312,1030 Main Street,2018020712,Lexington,Missouri,64067,Class A (Community/Ambulatory); Class C (Long-Term Care); Class D (Non-Sterile Compounding); Class J (Shared Services),"1030 Main Street, Lexington, Missouri, 64067",-93.8823419,39.1857903
Pharmacy,CVS/pharmacy #11314,1105 North Rutherford,2018020708,Macon,Missouri,63552,Class A (Community/Ambulatory); Class C (Long-Term Care); Class D (Non-Sterile Compounding); Class J (Shared Services),"1105 North Rutherford, Macon, Missouri, 63552",-92.4699998,39.7481826
Pharmacy,CVS/pharmacy #11316,941 Cherokee Dr Ste 1,2018020709,Marshall,Missouri,65340,Class A (Community/Ambulatory); Class C (Long-Term Care); Class D (Non-Sterile Compounding); Class J (Shared Services),"941 Cherokee Dr Ste 1, Marshall, Missouri, 65340",-93.2145951,39.1104622
Pharmacy,Genoa Healthcare LLC,154 Forrest Drive Room 176,2018025615,Hannibal,Missouri,63401,Class A (Community/Ambulatory); Class C (Long-Term Care); Class J (Shared Services),"154 Forrest Drive Room 176, Hannibal, Missouri, 63401",-91.4449851,39.7066975
Pharmacy,Healthy Life Pharmacy,1013 Cedar St Ste B,2022032528,Bismarck,Missouri,63624,Class A (Community/Ambulatory); Class C (Long-Term Care),"1013 Cedar St Ste B, Bismarck, Missouri, 63624",-90.62550139999999,37.769541
Pharmacy,Symbria Rx Services St. Louis,2248 Welsch Industrial Court,2018035518,Saint Louis,Missouri,63146,Class A (Community/Ambulatory); Class C (Long-Term Care); Class D (Non-Sterile Compounding); Class H (Sterile Product Compounding); Class J (Shared Services),"2248 Welsch Industrial Court, Saint Louis, Missouri, 63146",-90.43500019999999,38.7003207
Pharmacy,Summers Pharmacy of Warrensburg LLC,611 Burkharth Rd,2018030729,Warrensburg,Missouri,64093,Class A (Community/Ambulatory); Class C (Long-Term Care); Class D (Non-Sterile Compounding); Class J (Shared Services),"611 Burkharth Rd, Warrensburg, Missouri, 64093",-93.7230972,38.76995220000001
Pharmacy,Ozarks Healthcare Specialty Pharmacy,18 Parkway Shopping Ctr,2022035150,West Plains,Missouri,65775,Class A (Community/Ambulatory); Class C (Long-Term Care); Class J (Shared Services),"18 Parkway Shopping Ctr, West Plains, Missouri, 65775",-91.87061299999999,36.7411687
Pharmacy,"Bond Pharmacy, Inc.",703 W Buchanan St,2022030200,California,Missouri,65018,Class A (Community/Ambulatory); Class C (Long-Term Care); Class J (Shared Services),"703 W Buchanan St, California, Missouri, 65018",-92.5754254,38.627904
Pharmacy,Neighborhood LTC Pharmacy,"3301 Berrywood Dr., Suite 101",2022038747,Columbia,Missouri,65201,Class A (Community/Ambulatory); Class C (Long-Term Care); Class J (Shared Services),"3301 Berrywood Dr., Suite 101, Columbia, Missouri, 65201",-92.2881405,38.9596075
Pharmacy,Summers Pharmacy - Appleton City,121 W 4th,2020001041,Appleton City,Missouri,64724,Class A (Community/Ambulatory); Class C (Long-Term Care); Class D (Non-Sterile Compounding); Class J (Shared Services),"121 W 4th, Appleton City, Missouri, 64724",-94.0289772,38.1907991
Pharmacy,Main Street Pharmacy,117 E Main St,2020007594,East Prairie,Missouri,63845,Class A (Community/Ambulatory); Class C (Long-Term Care); Class J (Shared Services),"117 E Main St, East Prairie, Missouri, 63845",-89.3855006,36.7800926
Pharmacy,Mercy Pharmacy Kennerly,10010 Kennerly Road 1st Floor,2018035847,Saint Louis,Missouri,63128,Class A (Community/Ambulatory); Class D (Non-Sterile Compounding); Class J (Shared Services),"10010 Kennerly Road 1st Floor, Saint Louis, Missouri, 63128",-90.3803744,38.5074606
Pharmacy,Mercy Pharmacy Southfork,12700 Southfork Rd Suite 110,2018035887,Saint Louis,Missouri,63128,Class A (Community/Ambulatory); Class D (Non-Sterile Compounding); Class J (Shared Services),"12700 Southfork Rd Suite 110, Saint Louis, Missouri, 63128",-90.38124119999999,38.5031892
Pharmacy,St. Louis Hills Pharmacy,4365 Chippewa St Ste 100,2018034137,Saint Louis,Missouri,63116,Class A (Community/Ambulatory); Class C (Long-Term Care); Class D (Non-Sterile Compounding),"4365 Chippewa St Ste 100, Saint Louis, Missouri, 63116",-90.2659566,38.5911211
Pharmacy,Ozarks Healthcare Pharmacy Gainesville,512 Third Street,2022039428,Gainesville,Missouri,65655,Class A (Community/Ambulatory); Class C (Long-Term Care); Class J (Shared Services),"512 Third Street, Gainesville, Missouri, 65655",-92.42691409999999,36.6030339
Pharmacy,Chaffee Drug Store,211 West Yoakum Ave,2020007999,Chaffee,Missouri,63740,Class A (Community/Ambulatory); Class J (Shared Services),"211 West Yoakum Ave, Chaffee, Missouri, 63740",-89.6578335,37.1810226
Pharmacy,Express Rx of Webb City,101 W. Daughterty Street,2020008739,Webb City,Missouri,64870,Class A (Community/Ambulatory); Class C (Long-Term Care); Class D (Non-Sterile Compounding); Class J (Shared Services),"101 W. Daughterty Street, Webb City, Missouri, 64870",-94.4631967,37.1474884
Pharmacy,AuBurn Pharmacy #270,810 W 35th St Ste 101,2020011076,Higginsville,Missouri,64037,Class A (Community/Ambulatory); Class C (Long-Term Care); Class D (Non-Sterile Compounding); Class J (Shared Services),"810 W 35th St Ste 101, Higginsville, Missouri, 64037",-93.729569,39.061124
Pharmacy,Hy-Vee Pharmacy (1007),703 E US Hwy 136,2018042016,Albany,Missouri,64402,Class A (Community/Ambulatory); Class C (Long-Term Care); Class J (Shared Services),"703 E US Hwy 136, Albany, Missouri, 64402",-94.32507989999999,40.2560564
Pharmacy,St Luke's Advanced Care Pharmacy,232 S Woodsmill Rd  Ste 380E,2019013767,Chesterfield,Missouri,63017,Class A (Community/Ambulatory),"232 S Woodsmill Rd  Ste 380E, Chesterfield, Missouri, 63017",-90.5069429,38.6568932
Pharmacy,Jodi's Family Pharmacy,1004 Hwy 65 N,2018039905,Carrollton,Missouri,64633,Class A (Community/Ambulatory); Class C (Long-Term Care),"1004 Hwy 65 N, Carrollton, Missouri, 64633",-93.48421359999999,39.3707488
Pharmacy,CJ Pharmacy,102 S Main St.,2018039920,Carl Junction,Missouri,64834,Class A (Community/Ambulatory); Class C (Long-Term Care),"102 S Main St., Carl Junction, Missouri, 64834",-94.5652368,37.1766885
Pharmacy,Show Me State Vital Care,420 NW Business Park Ln,2022045979,Riverside,Missouri,64150,Class A (Community/Ambulatory); Class H (Sterile Product Compounding),"420 NW Business Park Ln, Riverside, Missouri, 64150",-94.6103201,39.16749420000001
Pharmacy,Alps Pharmacy,704 S Highway 59 Ste C,2022041911,Anderson,Missouri,64831,Class A (Community/Ambulatory); Class C (Long-Term Care); Class J (Shared Services),"704 S Highway 59 Ste C, Anderson, Missouri, 64831",-94.45217630518886,36.64551803673904
Pharmacy,CMH Buffalo Community Pharmacy,315 S Ash St,2024047155,Buffalo,Missouri,65622,Class A (Community/Ambulatory); Class C (Long-Term Care); Class J (Shared Services),"315 S Ash St, Buffalo, Missouri, 65622",-93.1051186,37.6425011
Pharmacy,Delta Regional Pharmacy,412 W Broadwater Road,2024049269,Malden,Missouri,63863,Class A (Community/Ambulatory); Class D (Non-Sterile Compounding),"412 W Broadwater Road, Malden, Missouri, 63863",-89.9717862,36.5715649
Pharmacy,Guardian Pharmacy of St Louis LLC,926 S Highway Dr,2019000115,Fenton,Missouri,63026,Class A (Community/Ambulatory); Class C (Long-Term Care); Class H (Sterile Product Compounding); Class J (Shared Services),"926 S Highway Dr, Fenton, Missouri, 63026",-90.4603356,38.5413122
Pharmacy,Battlefield Pharmacy,4062 W Republic Road,2019005187,Battlefield,Missouri,65619,Class A (Community/Ambulatory); Class C (Long-Term Care); Class D (Non-Sterile Compounding); Class J (Shared Services),"4062 W Republic Road, Battlefield, Missouri, 65619",-93.36364619999999,37.1382868
Pharmacy,CVS/pharmacy #18037,1900 First Capitol Dr,2020015200,Saint Charles,Missouri,63301,Class A (Community/Ambulatory); Class C (Long-Term Care); Class D (Non-Sterile Compounding); Class J (Shared Services),"1900 First Capitol Dr, Saint Charles, Missouri, 63301",-90.5010822,38.7823728
Pharmacy,CVS/pharmacy #18000,8200 N Lindbergh Blvd,2020014092,Florissant,Missouri,63031,Class A (Community/Ambulatory); Class C (Long-Term Care); Class D (Non-Sterile Compounding); Class J (Shared Services),"8200 N Lindbergh Blvd, Florissant, Missouri, 63031",-90.3448329,38.7893079
Pharmacy,CVS/pharmacy #18002,8800 Manchester Rd,2020014326,Saint Louis,Missouri,63144,Class A (Community/Ambulatory); Class C (Long-Term Care); Class D (Non-Sterile Compounding); Class J (Shared Services),"8800 Manchester Rd, Saint Louis, Missouri, 63144",-90.35041989999999,38.6114876
Pharmacy,CVS/pharmacy #18040,10275 Clayton Rd,2020014811,Saint Louis,Missouri,63124,Class A (Community/Ambulatory); Class C (Long-Term Care); Class D (Non-Sterile Compounding); Class J (Shared Services),"10275 Clayton Rd, Saint Louis, Missouri, 63124",-90.4049098,38.6342573
Pharmacy,CVS/pharmacy #18020,3900 Vogel Rd,2020016791,Arnold,Missouri,63010,Class A (Community/Ambulatory); Class C (Long-Term Care); Class D (Non-Sterile Compounding); Class J (Shared Services),"3900 Vogel Rd, Arnold, Missouri, 63010",-90.394629,38.4160438
Pharmacy,CVS/pharmacy #18024,8650 Big Bend Blvd,2020017247,Saint Louis,Missouri,63119,Class A (Community/Ambulatory); Class C (Long-Term Care); Class D (Non-Sterile Compounding); Class J (Shared Services),"8650 Big Bend Blvd, Saint Louis, Missouri, 63119",-90.3567484,38.582778
Pharmacy,CVS/pharmacy #18090,1181 W Gannon Dr,2020016801,Festus,Missouri,63028,Class A (Community/Ambulatory); Class C (Long-Term Care); Class D (Non-Sterile Compounding); Class J (Shared Services),"1181 W Gannon Dr, Festus, Missouri, 63028",-90.40184370000001,38.2103561
Pharmacy,CVS/pharmacy #18022,141 Hilltown Village Center,2020016338,Chesterfield,Missouri,63017,Class A (Community/Ambulatory); Class C (Long-Term Care); Class D (Non-Sterile Compounding); Class J (Shared Services),"141 Hilltown Village Center, Chesterfield, Missouri, 63017",-90.5531968,38.6589367
Pharmacy,CVS/pharmacy #18067,6600 Clayton Rd,2020016176,Saint Louis,Missouri,63117,Class A (Community/Ambulatory); Class C (Long-Term Care); Class D (Non-Sterile Compounding); Class J (Shared Services),"6600 Clayton Rd, Saint Louis, Missouri, 63117",-90.31544099999999,38.6335518
Pharmacy,CVS/pharmacy #18004,15425 Manchester Rd,2020016335,Ballwin,Missouri,63011,Class A (Community/Ambulatory); Class C (Long-Term Care); Class D (Non-Sterile Compounding); Class J (Shared Services),"15425 Manchester Rd, Ballwin, Missouri, 63011",-90.5647178,38.5945024
Pharmacy,CVS/pharmacy #18015,16580 Manchester Rd,2020016336,Wildwood,Missouri,63040,Class A (Community/Ambulatory); Class C (Long-Term Care); Class D (Non-Sterile Compounding); Class J (Shared Services),"16580 Manchester Rd, Wildwood, Missouri, 63040",-90.61789990000001,38.5800485
Pharmacy,CVS/pharmacy #18054,1589 Sierra Vista Plz,2020016383,Saint Louis,Missouri,63138,Class A (Community/Ambulatory); Class C (Long-Term Care); Class D (Non-Sterile Compounding); Class J (Shared Services),"1589 Sierra Vista Plz, Saint Louis, Missouri, 63138",-90.2194834,38.7716218
Pharmacy,CVS/pharmacy #18049,2183 Charbonier Rd,2020015202,Florissant,Missouri,63031,Class A (Community/Ambulatory); Class C (Long-Term Care); Class D (Non-Sterile Compounding); Class J (Shared Services),"2183 Charbonier Rd, Florissant, Missouri, 63031",-90.3600222,38.8102812
Pharmacy,CVS/pharmacy #18041,74 Grandview Plaza Center,2020016803,Florissant,Missouri,63033,Class A (Community/Ambulatory); Class C (Long-Term Care); Class D (Non-Sterile Compounding); Class J (Shared Services),"74 Grandview Plaza Center, Florissant, Missouri, 63033",-90.3032257,38.7738993
Pharmacy,CVS/pharmacy #18008,3431 Union Blvd,2020017476,Saint Louis,Missouri,63115,Class A (Community/Ambulatory); Class C (Long-Term Care); Class D (Non-Sterile Compounding); Class J (Shared Services),"3431 Union Blvd, Saint Louis, Missouri, 63115",-90.2612707,38.6793947
Pharmacy,CVS/pharmacy #18061,49 N Florissant Rd,2020018560,Ferguson,Missouri,63135,Class A (Community/Ambulatory); Class C (Long-Term Care); Class D (Non-Sterile Compounding); Class J (Shared Services),"49 N Florissant Rd, Ferguson, Missouri, 63135",-90.3064742,38.7464044
Pharmacy,CVS/pharmacy #18068,1160 Shackelford rd,2020017831,Florissant,Missouri,63031,Class A (Community/Ambulatory); Class C (Long-Term Care); Class D (Non-Sterile Compounding); Class J (Shared Services),"1160 Shackelford rd, Florissant, Missouri, 63031",-90.3460826,38.8127622
Pharmacy,CVS/pharmacy #18026,48 Plaza 94,2020015387,Saint Peters,Missouri,63376,Class A (Community/Ambulatory); Class C (Long-Term Care); Class D (Non-Sterile Compounding); Class J (Shared Services),"48 Plaza 94, Saint Peters, Missouri, 63376",-90.5921911,38.74951009999999
Pharmacy,Harps Pharmacy #206,125 W Karsch Blvd,2020013722,Farmington,Missouri,63640,Class A (Community/Ambulatory),"125 W Karsch Blvd, Farmington, Missouri, 63640",-90.4213274,37.7889521
Pharmacy,CVS/pharmacy #18017,3029 Highway K,2020015858,O Fallon,Missouri,63368,Class A (Community/Ambulatory); Class C (Long-Term Care); Class D (Non-Sterile Compounding); Class J (Shared Services),"3029 Highway K, O Fallon, Missouri, 63368",-90.7038504,38.7558136
Pharmacy,CVS/pharmacy #18057,4171 Lindell Blvd,2020017480,Saint Louis,Missouri,63108,Class A (Community/Ambulatory); Class C (Long-Term Care); Class D (Non-Sterile Compounding); Class J (Shared Services),"4171 Lindell Blvd, Saint Louis, Missouri, 63108",-90.24718999999999,38.6417455
Pharmacy,CVS/pharmacy #18087,1801 Missouri Blvd,2020015834,Jefferson City,Missouri,65109,Class A (Community/Ambulatory); Class C (Long-Term Care); Class D (Non-Sterile Compounding); Class J (Shared Services),"1801 Missouri Blvd, Jefferson City, Missouri, 65109",-92.1995372,38.5794524
Pharmacy,CVS/pharmacy #18051,12332 Manchester Rd,2020016363,Saint Louis,Missouri,63131,Class A (Community/Ambulatory); Class C (Long-Term Care); Class D (Non-Sterile Compounding); Class J (Shared Services),"12332 Manchester Rd, Saint Louis, Missouri, 63131",-90.4421284,38.6015031
Pharmacy,CVS/pharmacy #18042,8867 Ladue Rd,2020016173,Saint Louis,Missouri,63124,Class A (Community/Ambulatory); Class C (Long-Term Care); Class D (Non-Sterile Compounding); Class J (Shared Services),"8867 Ladue Rd, Saint Louis, Missouri, 63124",-90.35412649999999,38.6562229
Pharmacy,CVS/pharmacy #18019,6920 Olive Blvd,2020016169,Saint Louis,Missouri,63130,Class A (Community/Ambulatory); Class C (Long-Term Care); Class D (Non-Sterile Compounding); Class J (Shared Services),"6920 Olive Blvd, Saint Louis, Missouri, 63130",-90.3142712,38.6634941
Pharmacy,CVS/pharmacy #18010,12756 Olive Blvd,2020016166,Saint Louis,Missouri,63141,Class A (Community/Ambulatory); Class C (Long-Term Care); Class D (Non-Sterile Compounding); Class J (Shared Services),"12756 Olive Blvd, Saint Louis, Missouri, 63141",-90.47309179999999,38.6784048
Pharmacy,CVS/pharmacy #18012,5519 Oakville Shopping Center,2020016785,Saint Louis,Missouri,63129,Class A (Community/Ambulatory); Class C (Long-Term Care); Class D (Non-Sterile Compounding); Class J (Shared Services),"5519 Oakville Shopping Center, Saint Louis, Missouri, 63129",-90.30710499999999,38.4727223
Pharmacy,CVS/pharmacy #18046,245 E 5th St,2020016345,Eureka,Missouri,63025,Class A (Community/Ambulatory); Class C (Long-Term Care); Class D (Non-Sterile Compounding); Class J (Shared Services),"245 E 5th St, Eureka, Missouri, 63025",-90.6198969,38.506774
