license_type,dba_name,account_business_street,license_number,account_business_city,account_business_state_province,account_business_zip_postal_code,classification,full_address,lon,lat
Pharmacy,Evernorth EnGuide Pharmacy,4600 N Hanley Rd Ste C,2018008506,Saint Louis,Missouri,63134,Class A (Community/Ambulatory); Class J (Shared Services),"4600 N Hanley Rd Ste C, Saint Louis, Missouri, 63134",-90.316155,38.723989
Pharmacy,Vivent Pharmacy,4309 E 50th Terrace Ste 200,2021040536,Kansas City,Missouri,64130,Class A (Community/Ambulatory); Class J (Shared Services),"4309 E 50th Terrace Ste 200, Kansas City, Missouri, 64130",-94.53507940000001,39.0335832
Pharmacy,Dermaspecialty,10431 Clayton Rd,2021039656,Saint Louis,Missouri,63131,Class A (Community/Ambulatory); Class C (Long-Term Care); Class D (Non-Sterile Compounding); Class H (Sterile Product Compounding),"10431 Clayton Rd, Saint Louis, Missouri, 63131",-90.41054899999999,38.6337105
Pharmacy,NextRx,2909 Falling Leaf Ln Ste A,2021033160,Columbia,Missouri,65201,Class A (Community/Ambulatory),"2909 Falling Leaf Ln Ste A, Columbia, Missouri, 65201",-92.29497769999999,38.914407
Pharmacy,Mercy Pharmacy Poplar Bluff,2002 Kanell Blvd,2024008526,Poplar Bluff,Missouri,63901,Class A (Community/Ambulatory); Class J (Shared Services),"2002 Kanell Blvd, Poplar Bluff, Missouri, 63901",-90.4228432,36.7659516
Pharmacy,Mercy Pharmacy- S. Mount Auburn,817 South Mount Auburn Rd Ste 130,2024008523,Cape Girardeau,Missouri,63703,Class A (Community/Ambulatory); Class C (Long-Term Care); Class J (Shared Services),"817 South Mount Auburn Rd Ste 130, Cape Girardeau, Missouri, 63703",-89.5690418,37.2817959
Pharmacy,Mercy Pharmacy Broadway,1723 Broadway Ste 110,2024008584,Cape Girardeau,Missouri,63701,Class A (Community/Ambulatory); Class C (Long-Term Care); Class J (Shared Services),"1723 Broadway Ste 110, Cape Girardeau, Missouri, 63701",-89.54025419999999,37.3119401
Pharmacy,Saint Francis Specialty Pharmacy,211 Saint Francis Drive,2024012399,Cape Girardeau,Missouri,63703,Class A (Community/Ambulatory); Class J (Shared Services),"211 Saint Francis Drive, Cape Girardeau, Missouri, 63703",-89.5712791,37.3034503
Pharmacy,Savannah Family Pharmacy,205 S 71 Hwy,2018003020,Savannah,Missouri,64485,Class A (Community/Ambulatory); Class C (Long-Term Care),"205 S 71 Hwy, Savannah, Missouri, 64485",-94.8698859,40.1044835
Pharmacy,Medicine Shoppe #2120,2290 W Osage,2018004232,Pacific,Missouri,63069,Class A (Community/Ambulatory); Class C (Long-Term Care); Class J (Shared Services),"2290 W Osage, Pacific, Missouri, 63069",-90.7722359,38.4847821
Pharmacy,Golden Valley Memorial Healthcare,1600 N 2nd Street,2018004188,Clinton,Missouri,64735,Class A (Community/Ambulatory),"1600 N 2nd Street, Clinton, Missouri, 64735",-93.7684297,38.3896149
Pharmacy,"Blink Health Pharmacy, LLC","400 S. Woods Mill Road, Ste 100",2018011541,Chesterfield,Missouri,63017,Class A (Community/Ambulatory); Class J (Shared Services),"400 S. Woods Mill Road, Ste 100, Chesterfield, Missouri, 63017",-90.5123553,38.6456695
Pharmacy,"Samuel U. Rodgers Health Center, Inc.",825 Euclid Avenue,002678,Kansas City,Missouri,64124,Class A (Community/Ambulatory),"825 Euclid Avenue, Kansas City, Missouri, 64124",-94.5573091,39.1040757
Pharmacy,Walgreens #04824,12098 Lusher Rd,002851,Saint Louis,Missouri,63138,Class A (Community/Ambulatory); Class C (Long-Term Care); Class J (Shared Services),"12098 Lusher Rd, Saint Louis, Missouri, 63138",-90.22893529999999,38.7951017
Pharmacy,CareSTL Health #1,5471 Martin Luther King Drive,002938,Saint Louis,Missouri,63112,Class A (Community/Ambulatory); Class J (Shared Services),"5471 Martin Luther King Drive, Saint Louis, Missouri, 63112",-90.27226019999999,38.6686432
Pharmacy,MO St Univ Phy at Magers Family Hlth & Wellness Cntr,715 South Florence,003141,Springfield,Missouri,65807,Class A (Community/Ambulatory),"715 South Florence, Springfield, Missouri, 65807",-93.2780894,37.2010998
Pharmacy,Bootheel Drugs,339 E Commercial St,003238,Senath,Missouri,63876,Class A (Community/Ambulatory); Class C (Long-Term Care),"339 E Commercial St, Senath, Missouri, 63876",-90.1515069,36.1344826
Pharmacy,D & H Prescription Drug Store,1814 Paris Road,003258,Columbia,Missouri,65201,Class A (Community/Ambulatory); Class C (Long-Term Care); Class J (Shared Services),"1814 Paris Road, Columbia, Missouri, 65201",-92.309261,38.9653603
Pharmacy,Walgreens #06789,701 Gravois Bluffs Blvd.,003351,Fenton,Missouri,63026,Class A (Community/Ambulatory); Class C (Long-Term Care); Class J (Shared Services),"701 Gravois Bluffs Blvd., Fenton, Missouri, 63026",-90.4447383,38.5079737
Pharmacy,D & H Prescription Drug Store,1001 West Broadway,003385,Columbia,Missouri,65203,Class A (Community/Ambulatory); Class D (Non-Sterile Compounding); Class J (Shared Services),"1001 West Broadway, Columbia, Missouri, 65203",-92.3533424,38.9525199
Pharmacy,Evans Drugs Sunrise Beach LLC,13655 N State Hwy 5,2021035003,Sunrise Beach,Missouri,65079,Class A (Community/Ambulatory); Class C (Long-Term Care); Class J (Shared Services),"13655 N State Hwy 5, Sunrise Beach, Missouri, 65079",-92.7768131,38.1488452
Pharmacy,Evans Drugs Nevada LLC,1407 W Austin Blvd,2021035006,Nevada,Missouri,64772,Class A (Community/Ambulatory); Class C (Long-Term Care); Class J (Shared Services),"1407 W Austin Blvd, Nevada, Missouri, 64772",-94.3750625,37.8364124
Pharmacy,Summit Rx Pharmacy,1405 NE Douglas St,2024012845,Lees Summit,Missouri,64086,Class A (Community/Ambulatory); Class C (Long-Term Care); Class D (Non-Sterile Compounding),"1405 NE Douglas St, Lees Summit, Missouri, 64086",-94.3777719,38.937312
Pharmacy,Walgreens #05667,6071 Telegraph Rd.,003479,Saint Louis,Missouri,63129,Class A (Community/Ambulatory); Class C (Long-Term Care); Class J (Shared Services),"6071 Telegraph Rd., Saint Louis, Missouri, 63129",-90.3070468,38.4561547
Pharmacy,Walgreens #04671,7501 Olive Blvd.,003689,University City,Missouri,63130,Class A (Community/Ambulatory); Class C (Long-Term Care); Class J (Shared Services),"7501 Olive Blvd., University City, Missouri, 63130",-90.3321296,38.67227159999999
Pharmacy,Evans Drugs,"19 Public Square, PO Box 189",003723,Stockton,Missouri,65785,Class A (Community/Ambulatory); Class C (Long-Term Care); Class J (Shared Services),"19 Public Square, PO Box 189, Stockton, Missouri, 65785",-93.796549,37.6990477
Pharmacy,Walgreens #11744,1302 Clarkson Clayton Center,003824,Ellisville,Missouri,63011,Class A (Community/Ambulatory); Class C (Long-Term Care); Class J (Shared Services),"1302 Clarkson Clayton Center, Ellisville, Missouri, 63011",-90.5863755,38.6043034
Pharmacy,West Pine Pharmacy,11 N Sarah St,003843,Saint Louis,Missouri,63108,Class A (Community/Ambulatory); Class C (Long-Term Care); Class D (Non-Sterile Compounding); Class J (Shared Services),"11 N Sarah St, Saint Louis, Missouri, 63108",-90.2468095,38.6373059
Pharmacy,Greene Pharmacy,128 W. Main,003850,Steele,Missouri,63877,Class A (Community/Ambulatory); Class D (Non-Sterile Compounding),"128 W. Main, Steele, Missouri, 63877",-89.82990889999999,36.0845387
Pharmacy,Walgreens #07680,8571 Watson Road,003886,Webster Groves,Missouri,63119,Class A (Community/Ambulatory); Class J (Shared Services),"8571 Watson Road, Webster Groves, Missouri, 63119",-90.35843539999999,38.5656791
Pharmacy,Walgreens #4392,441 N Kirkwood,003887,Kirkwood,Missouri,63122,Class A (Community/Ambulatory); Class C (Long-Term Care); Class J (Shared Services),"441 N Kirkwood, Kirkwood, Missouri, 63122",-90.40685769999999,38.5859744
Pharmacy,Walgreens #01124,460 N. Highway 67,003890,Florissant,Missouri,63031,Class A (Community/Ambulatory); Class C (Long-Term Care); Class J (Shared Services),"460 N. Highway 67, Florissant, Missouri, 63031",-90.3370054,38.79631639999999
Pharmacy,Kroger Pharmacy 386,2770 N. Westwood,004006,Poplar Bluff,Missouri,63901,Class A (Community/Ambulatory),"2770 N. Westwood, Poplar Bluff, Missouri, 63901",-90.4288243,36.7864023
Pharmacy,United Scripts LTC LLC,3411 NE Ralph Powell Rd,2018016485,Lees Summit,Missouri,64064,Class A (Community/Ambulatory); Class C (Long-Term Care); Class H (Sterile Product Compounding); Class J (Shared Services),"3411 NE Ralph Powell Rd, Lees Summit, Missouri, 64064",-94.3580685,38.9739967
Pharmacy,Gerbes Pharmacy #119,1159 E Hwy 54,2018013416,Camdenton,Missouri,65020,Class A (Community/Ambulatory),"1159 E Hwy 54, Camdenton, Missouri, 65020",-92.7446289,38.0080902
Pharmacy,Gerbes Pharmacy #122,2805 W Truman Blvd,2018013321,Jefferson City,Missouri,65109,Class A (Community/Ambulatory),"2805 W Truman Blvd, Jefferson City, Missouri, 65109",-92.22505029999999,38.5940536
Pharmacy,Gerbes Pharmacy #116,410 E North St,2018013380,Eldon,Missouri,65026,Class A (Community/Ambulatory),"410 E North St, Eldon, Missouri, 65026",-92.5770233,38.3498901
Pharmacy,Gerbes Pharmacy #124,1729 W Broadway,2018013340,Columbia,Missouri,65203,Class A (Community/Ambulatory),"1729 W Broadway, Columbia, Missouri, 65203",-92.36451149999999,38.9544637
Pharmacy,Ozarks Healthcare Pharmacy Thayer,1375 Nettleton Ave,2021041387,Thayer,Missouri,65791,Class A (Community/Ambulatory); Class C (Long-Term Care); Class J (Shared Services),"1375 Nettleton Ave, Thayer, Missouri, 65791",-91.53767599999999,36.5000079
Pharmacy,Lemonaid Pharmacy,1701 Macklind Ave Suite 300,2021029439,Saint Louis,Missouri,63110,Class A (Community/Ambulatory); Class J (Shared Services); Class K (Internet),"1701 Macklind Ave Suite 300, Saint Louis, Missouri, 63110",-90.27729459999999,38.6205082
Pharmacy,Heritage Specialty Pharmacy,255 NW Victoria Drive Suite B,2021030571,Lees Summit,Missouri,64086,Class A (Community/Ambulatory); Class M (Specialty Bleeding Disorder),"255 NW Victoria Drive Suite B, Lees Summit, Missouri, 64086",-94.386527,38.9365112
Pharmacy,Johnston Drug Inc.,214 N. Grand,004095,Clarence,Missouri,63437,Class A (Community/Ambulatory); Class C (Long-Term Care); Class D (Non-Sterile Compounding); Class J (Shared Services),"214 N. Grand, Clarence, Missouri, 63437",-92.2627129,39.744428
Pharmacy,Walgreens #04833,651 Lemay Ferry Road,004148,St. Louis,Missouri,63125,Class A (Community/Ambulatory); Class C (Long-Term Care); Class J (Shared Services),"651 Lemay Ferry Road, St. Louis, Missouri, 63125",-90.27999899999999,38.5418497
Pharmacy,Walgreens #10082,10941 Olive Blvd,004190,Creve Coeur,Missouri,63141,Class A (Community/Ambulatory); Class C (Long-Term Care); Class J (Shared Services),"10941 Olive Blvd, Creve Coeur, Missouri, 63141",-90.421336,38.67376
Pharmacy,E & S Pharmacy Inc.,1105 Walnut Street,004301,Doniphan,Missouri,63935,Class A (Community/Ambulatory); Class C (Long-Term Care); Class G (Medical Gas),"1105 Walnut Street, Doniphan, Missouri, 63935",-90.8243699,36.626797
Pharmacy,Walgreens #06024,9320 Lackland Rd,004302,Overland,Missouri,63114,Class A (Community/Ambulatory); Class J (Shared Services),"9320 Lackland Rd, Overland, Missouri, 63114",-90.36159359999999,38.6998874
Pharmacy,CVS/pharmacy #11309,1018 N Jesse James Rd,2018019296,Excelsior Springs,Missouri,64024,Class A (Community/Ambulatory); Class C (Long-Term Care); Class D (Non-Sterile Compounding); Class J (Shared Services),"1018 N Jesse James Rd, Excelsior Springs, Missouri, 64024",-94.23563689999999,39.3522809
Pharmacy,CVS/pharmacy #11307,610 Burkarth Road,2018020707,Warrensburg,Missouri,64093,Class A (Community/Ambulatory); Class C (Long-Term Care); Class D (Non-Sterile Compounding); Class J (Shared Services),"610 Burkarth Road, Warrensburg, Missouri, 64093",-93.72414889999999,38.7699209
Pharmacy,CVS/pharmacy #11310,320 E Lexington St,2018020711,Richmond,Missouri,64085,Class A (Community/Ambulatory); Class C (Long-Term Care); Class D (Non-Sterile Compounding); Class J (Shared Services),"320 E Lexington St, Richmond, Missouri, 64085",-93.9724162,39.27705900000001
Pharmacy,CVS/pharmacy #11315,600 Court St,2018020710,Fulton,Missouri,65251,Class A (Community/Ambulatory); Class C (Long-Term Care); Class D (Non-Sterile Compounding); Class J (Shared Services),"600 Court St, Fulton, Missouri, 65251",-91.9475308,38.8489158
Pharmacy,CVS/pharmacy #11317,227 S Broadway,2018019303,Salisbury,Missouri,65281,Class A (Community/Ambulatory); Class C (Long-Term Care); Class D (Non-Sterile Compounding); Class J (Shared Services),"227 S Broadway, Salisbury, Missouri, 65281",-92.8009948,39.4229333
Pharmacy,"Summers Pharmacy of Marshall, LLC",895 West College,2019005014,Marshall,Missouri,65340,Class A (Community/Ambulatory); Class C (Long-Term Care); Class D (Non-Sterile Compounding); Class J (Shared Services),"895 West College, Marshall, Missouri, 65340",-93.2097435,39.1098065
Pharmacy,UBC Pharmacy,"600 Emerson Road, Suite 300",2018035295,Creve Coeur,Missouri,63141,Class A (Community/Ambulatory); Class J (Shared Services),"600 Emerson Road, Suite 300, Creve Coeur, Missouri, 63141",-90.44662699999999,38.6670477
Pharmacy,Kismet,941 Midland Blvd,2018029915,University City,Missouri,63130,Class A (Community/Ambulatory); Class C (Long-Term Care); Class D (Non-Sterile Compounding),"941 Midland Blvd, University City, Missouri, 63130",-90.32181969999999,38.66315760000001
Pharmacy,Mercy Pharmacy Lake St. Louis,6450 Ronald Reagan Dr,2021043075,Lake Saint Louis,Missouri,63367,Class A (Community/Ambulatory); Class J (Shared Services),"6450 Ronald Reagan Dr, Lake Saint Louis, Missouri, 63367",-90.78719319999999,38.7653656
Pharmacy,"Ash Grove Pharmacy, Inc.","490 Medical Drive, PO Box 417",004465,Ash Grove,Missouri,65604,Class A (Community/Ambulatory); Class C (Long-Term Care); Class D (Non-Sterile Compounding); Class J (Shared Services),"490 Medical Drive, PO Box 417, Ash Grove, Missouri, 65604",-93.5667339,37.3205254
Pharmacy,The Drug Store,610 North Walnut,004493,Cameron,Missouri,64429,Class A (Community/Ambulatory); Class C (Long-Term Care); Class D (Non-Sterile Compounding),"610 North Walnut, Cameron, Missouri, 64429",-94.235224,39.744791
Pharmacy,Henderson's Drug Store,523 First Street,004501,Glasgow,Missouri,65254,Class A (Community/Ambulatory); Class C (Long-Term Care),"523 First Street, Glasgow, Missouri, 65254",-92.8473312,39.22628
Pharmacy,Walgreens #06350,9395 Olive Blvd.,004507,Olivette,Missouri,63132,Class A (Community/Ambulatory); Class J (Shared Services),"9395 Olive Blvd., Olivette, Missouri, 63132",-90.37553489999999,38.6748821
Pharmacy,Walgreens #01679,6411 Gravois Ave,004629,St. Louis,Missouri,63116,Class A (Community/Ambulatory); Class C (Long-Term Care); Class J (Shared Services),"6411 Gravois Ave, St. Louis, Missouri, 63116",-90.28126379999999,38.5740779
Pharmacy,Beverly Hills Pharmacy,7150 Natural Bridge,004696,St. Louis,Missouri,63121,Class A (Community/Ambulatory); Class C (Long-Term Care); Class D (Non-Sterile Compounding); Class J (Shared Services),"7150 Natural Bridge, St. Louis, Missouri, 63121",-90.2922085,38.7008183
Pharmacy,"Clark County Pharmacy, Inc.",250 S. Johnson St.,004723,Kahoka,Missouri,63445,Class A (Community/Ambulatory); Class C (Long-Term Care); Class D (Non-Sterile Compounding),"250 S. Johnson St., Kahoka, Missouri, 63445",-91.72001879999999,40.4186604
Pharmacy,Walgreens #09714,9978 Kennerly Road,004736,Saint Louis,Missouri,63128,Class A (Community/Ambulatory); Class J (Shared Services),"9978 Kennerly Road, Saint Louis, Missouri, 63128",-90.37662139999999,38.5077439
Pharmacy,Walgreens #06472,4218 Lindell Blvd.,004758,Saint Louis,Missouri,63108,Class A (Community/Ambulatory); Class C (Long-Term Care); Class J (Shared Services),"4218 Lindell Blvd., Saint Louis, Missouri, 63108",-90.24916909999999,38.64019400000001
Pharmacy,Walgreens #06220,3300 Brown Rd.,004809,Saint Louis,Missouri,63114,Class A (Community/Ambulatory); Class J (Shared Services),"3300 Brown Rd., Saint Louis, Missouri, 63114",-90.34949160000001,38.7111887
Pharmacy,Long Term Care Rx,1 A Document Dr.,004811,Saint Louis,Missouri,63114,Class A (Community/Ambulatory); Class C (Long-Term Care); Class D (Non-Sterile Compounding); Class H (Sterile Product Compounding),"1 A Document Dr., Saint Louis, Missouri, 63114",-90.3589069,38.6790057
Pharmacy,Hermitage Professional Pharmacy,23649 Dallas St,004831,Hermitage,Missouri,65668,Class A (Community/Ambulatory),"23649 Dallas St, Hermitage, Missouri, 65668",-93.3158352,37.9415268
Pharmacy,BJC Home Care Services Pharmacy,710 South Boyle Ave.,004857,Saint Louis,Missouri,63110,Class A (Community/Ambulatory); Class C (Long-Term Care); Class H (Sterile Product Compounding); Class J (Shared Services),"710 South Boyle Ave., Saint Louis, Missouri, 63110",-90.2527264,38.6317771
Pharmacy,Hometown Pharmacy,223 E 7th St,004859,Lebanon,Missouri,65536,Class A (Community/Ambulatory); Class C (Long-Term Care),"223 E 7th St, Lebanon, Missouri, 65536",-92.6694407,37.6876655
Pharmacy,John's Rx Southwest LLC,5497 N 17th St,2018032452,Ozark,Missouri,65721,Class A (Community/Ambulatory); Class C (Long-Term Care); Class D (Non-Sterile Compounding); Class J (Shared Services),"5497 N 17th St, Ozark, Missouri, 65721",-93.22449789999999,37.0710513
Pharmacy,Vivent Pharmacy,2653 Locust Street,2018043308,Saint Louis,Missouri,63103,Class A (Community/Ambulatory); Class J (Shared Services),"2653 Locust Street, Saint Louis, Missouri, 63103",-90.2156368,38.6347198
Pharmacy,"Main Street Medical Pharmacy, LLC",403 S Main St,2019013549,Gallatin,Missouri,64640,Class A (Community/Ambulatory); Class C (Long-Term Care),"403 S Main St, Gallatin, Missouri, 64640",-93.96096790000001,39.9114651
Pharmacy,Pharmax Pharmacy #1365,60A Nesbit Dr,2019010510,Bonne Terre,Missouri,63628,Class A (Community/Ambulatory); Class C (Long-Term Care),"60A Nesbit Dr, Bonne Terre, Missouri, 63628",-90.540176399999993,37.9236696
Pharmacy,Prater's Pharmacy,1711 Cherokee,004976,Seneca,Missouri,64865,Class A (Community/Ambulatory); Class C (Long-Term Care); Class J (Shared Services),"1711 Cherokee, Seneca, Missouri, 64865",-94.61022829999999,36.8362926
Pharmacy,Walgreens #05748,1490 Mexico Loop Road East,005115,O'Fallon,Missouri,63366,Class A (Community/Ambulatory); Class C (Long-Term Care); Class J (Shared Services),"1490 Mexico Loop Road East, O'Fallon, Missouri, 63366",-90.6984209,38.7899121
Pharmacy,Walgreens #01273,1391 Big Bend Rd.,005117,Ballwin,Missouri,63021,Class A (Community/Ambulatory); Class C (Long-Term Care); Class J (Shared Services),"1391 Big Bend Rd., Ballwin, Missouri, 63021",-90.4982338,38.56824599999999
Pharmacy,Hy-vee Food & Drug,301 N. E. Rice Rd.,005220,Lee's Summit,Missouri,64086,Class A (Community/Ambulatory); Class J (Shared Services),"301 N. E. Rice Rd., Lee's Summit, Missouri, 64086",-94.3594569,38.9189873
Pharmacy,"Lawrence Drug, Inc.",1454 E. Republic Road,005236,Springfield,Missouri,65804,Class A (Community/Ambulatory); Class C (Long-Term Care); Class D (Non-Sterile Compounding); Class J (Shared Services),"1454 E. Republic Road, Springfield, Missouri, 65804",-93.27023419999999,37.1368323
Pharmacy,Walgreens #15265,8390 Delmar Blvd,005259,Saint Louis,Missouri,63124-2107,Class A (Community/Ambulatory); Class C (Long-Term Care); Class J (Shared Services),"8390 Delmar Blvd, Saint Louis, Missouri, 63124-2107",-90.3546928,38.6603264
Pharmacy,Med 4 Home,2001 NE 46th St Ste 150,2019000001,Kansas City,Missouri,64116,Class A (Community/Ambulatory); Class J (Shared Services),"2001 NE 46th St Ste 150, Kansas City, Missouri, 64116",-94.5563454,39.1750235
Pharmacy,Vandivort Drug,117 W Fourth St,2019000014,Salem,Missouri,65560,Class A (Community/Ambulatory); Class C (Long-Term Care),"117 W Fourth St, Salem, Missouri, 65560",-91.5370193,37.6451138
Pharmacy,CVS/pharmacy #11407,805 N Kentucky Ave Ste 2,2019018069,West Plains,Missouri,65775,Class A (Community/Ambulatory); Class C (Long-Term Care); Class D (Non-Sterile Compounding); Class J (Shared Services),"805 N Kentucky Ave Ste 2, West Plains, Missouri, 65775",-91.8760885,36.7347434
Pharmacy,Iman's Pharmacy Inc,2360 B E 12th St,2018040223,Kansas City,Missouri,64127,Class A (Community/Ambulatory),"2360 B E 12th St, Kansas City, Missouri, 64127",-94.537618,39.0983733
Pharmacy,Gower Family Pharmacy,315 South U S Hwy 169,2018040824,Gower,Missouri,64454,Class A (Community/Ambulatory); Class C (Long-Term Care),"315 South U S Hwy 169, Gower, Missouri, 64454",-94.592604,39.6085572
Pharmacy,Grand Pharmacy,733 Grand Ave,2019000002,Hannibal,Missouri,63401,Class A (Community/Ambulatory); Class C (Long-Term Care); Class D (Non-Sterile Compounding); Class J (Shared Services),"733 Grand Ave, Hannibal, Missouri, 63401",-91.373752,39.712159
Pharmacy,Ava Rx LLC,916 Springfield Rd Ste F,2021049809,Ava,Missouri,65608,Class A (Community/Ambulatory); Class C (Long-Term Care),"916 Springfield Rd Ste F, Ava, Missouri, 65608",-92.67004899999999,36.961634
Pharmacy,Summers Pharmacy #13,"1020 Thompson Blvd, Ste 100",2021046780,Sedalia,Missouri,65301,Class A (Community/Ambulatory); Class C (Long-Term Care); Class D (Non-Sterile Compounding); Class J (Shared Services),"1020 Thompson Blvd, Ste 100, Sedalia, Missouri, 65301",-93.266742,38.7031779
Pharmacy,"ARJ Infusion Services, LLC",4405 Meramec Bottom Road Suite C,2021050448,Saint Louis,Missouri,63129,Class A (Community/Ambulatory); Class J (Shared Services); Class M (Specialty Bleeding Disorder),"4405 Meramec Bottom Road Suite C, Saint Louis, Missouri, 63129",-90.36894269999999,38.462885
Pharmacy,Walgreens #05894,6733 Clayton Rd,005260,Clayton,Missouri,63117-1603,Class A (Community/Ambulatory); Class C (Long-Term Care); Class D (Non-Sterile Compounding); Class J (Shared Services),"6733 Clayton Rd, Clayton, Missouri, 63117-1603",-90.31742129999999,38.6349774
Pharmacy,Walgreens #07762,#1 Grasso Plaza,005262,Saint Louis,Missouri,63123,Class A (Community/Ambulatory); Class C (Long-Term Care); Class J (Shared Services),"#1 Grasso Plaza, Saint Louis, Missouri, 63123",-90.3340972,38.5514277
Pharmacy,Walgreens #15941,10500 Saint Charles Rock Road,005264,Saint Ann,Missouri,63074,Class A (Community/Ambulatory); Class C (Long-Term Care); Class J (Shared Services),"10500 Saint Charles Rock Road, Saint Ann, Missouri, 63074",-90.3865122,38.7300341
Pharmacy,Walgreens #05058,776 Jeffco Blvd.,005282,Arnold,Missouri,63010,Class A (Community/Ambulatory); Class J (Shared Services),"776 Jeffco Blvd., Arnold, Missouri, 63010",-90.36829449999999,38.4483228
Pharmacy,Walgreens #02617,2329 W. Clay Street,005323,St. Charles,Missouri,63301,Class A (Community/Ambulatory); Class C (Long-Term Care); Class J (Shared Services),"2329 W. Clay Street, St. Charles, Missouri, 63301",-90.5096061,38.7830755
Pharmacy,Washington University Actu,"620 South Taylor Ave, Ste 200",005330,Saint Louis,Missouri,63110,Class A (Community/Ambulatory); Class H (Sterile Product Compounding),"620 South Taylor Ave, Ste 200, Saint Louis, Missouri, 63110",-90.2590677,38.6345957
Pharmacy,Hy-Vee Pharmacy,1525 East 23rd St S,005375,Independence,Missouri,64055,Class A (Community/Ambulatory); Class J (Shared Services),"1525 East 23rd St S, Independence, Missouri, 64055",-94.39416,39.0772263
Pharmacy,Walgreens #02501,12345 St. Charles Rock Rd.,005397,Bridgeton,Missouri,63044,Class A (Community/Ambulatory); Class C (Long-Term Care); Class D (Non-Sterile Compounding); Class J (Shared Services),"12345 St. Charles Rock Rd., Bridgeton, Missouri, 63044",-90.42789239999999,38.7536031
Pharmacy,Walgreens #02901,1705 Shackelford Rd,005495,Florissant,Missouri,63031,Class A (Community/Ambulatory); Class C (Long-Term Care); Class J (Shared Services),"1705 Shackelford Rd, Florissant, Missouri, 63031",-90.3430637,38.8192454
Pharmacy,Hometown Pharmacy,206 W 2nd St,005534,Dixon,Missouri,65459,Class A (Community/Ambulatory),"206 W 2nd St, Dixon, Missouri, 65459",-92.0958304,37.9920117
Pharmacy,Walgreens #03017,2002 Missouri Blvd.,005564,Jefferson City,Missouri,65109,Class A (Community/Ambulatory); Class C (Long-Term Care); Class D (Non-Sterile Compounding); Class J (Shared Services),"2002 Missouri Blvd., Jefferson City, Missouri, 65109",-92.20319579999999,38.5815183
Pharmacy,"Twin City Pharmacy, Inc.",106 N. First Street; PO Box 739,005585,Marble Hill,Missouri,63764,Class A (Community/Ambulatory); Class C (Long-Term Care); Class J (Shared Services),"106 N. First Street; PO Box 739, Marble Hill, Missouri, 63764",-89.9810986,37.3000058
Pharmacy,"Jones Drug Store, Inc.","125 Court St., PO Box 494",005586,Jackson,Missouri,63755,Class A (Community/Ambulatory); Class C (Long-Term Care); Class J (Shared Services),"125 Court St., PO Box 494, Jackson, Missouri, 63755",-89.6683043,37.3831992
Pharmacy,Ozark Center Pharmacy,3901 E 32nd Street,005591,Joplin,Missouri,64804,Class A (Community/Ambulatory); Class C (Long-Term Care); Class J (Shared Services),"3901 E 32nd Street, Joplin, Missouri, 64804",-94.4620739,37.0559625
Pharmacy,Family Medicine Pharmacy,2303 Village Dr Suite B,2019001961,Saint Joseph,Missouri,64506,Class A (Community/Ambulatory); Class C (Long-Term Care),"2303 Village Dr Suite B, Saint Joseph, Missouri, 64506",-94.79885639999999,39.7881131
Pharmacy,AuBurn Pharmacy #245,105 S Oak,2019000015,Nevada,Missouri,64772,Class A (Community/Ambulatory); Class D (Non-Sterile Compounding); Class J (Shared Services),"105 S Oak, Nevada, Missouri, 64772",-94.3536785,37.8373522
Pharmacy,Ozarks Healthcare Pharmacy,307 N Kentucky Avenue,2021049093,West Plains,Missouri,65775,Class A (Community/Ambulatory); Class C (Long-Term Care); Class J (Shared Services),"307 N Kentucky Avenue, West Plains, Missouri, 65775",-91.87672529999999,36.7306488
Pharmacy,CVS/pharmacy #18100,5410 Clark Lane,2022007367,Columbia,Missouri,65202,Class A (Community/Ambulatory); Class D (Non-Sterile Compounding); Class J (Shared Services),"5410 Clark Lane, Columbia, Missouri, 65202",-92.25439130000001,38.9618653
Pharmacy,Hy-Vee Pharmacy #1644,2150 E Sunshine Street,2022001631,Springfield,Missouri,65804,Class A (Community/Ambulatory); Class C (Long-Term Care); Class J (Shared Services),"2150 E Sunshine Street, Springfield, Missouri, 65804",-93.2527257,37.1804184
Pharmacy,Family Care Pharmacy at Christian Hospital,11125 Dunn Road,005670,St. Louis,Missouri,63136,Class A (Community/Ambulatory); Class J (Shared Services),"11125 Dunn Road, St. Louis, Missouri, 63136",-90.2418122,38.7758806
Pharmacy,Rogers Pharmacy,3705 N Belt Hwy,005685,Saint Joseph,Missouri,64506,Class A (Community/Ambulatory); Class C (Long-Term Care); Class D (Non-Sterile Compounding); Class G (Medical Gas); Class J (Shared Services),"3705 N Belt Hwy, Saint Joseph, Missouri, 64506",-94.8138695,39.8036252
Pharmacy,Walgreen #02616,455 HWY 61 North,005708,Hannibal,Missouri,63401,Class A (Community/Ambulatory); Class C (Long-Term Care); Class J (Shared Services),"455 HWY 61 North, Hannibal, Missouri, 63401",-91.392147,39.7127321
Pharmacy,Corum Health Services,"14805 N. Outer 40, Suite 140",005711,Chesterfield,Missouri,63017,Class A (Community/Ambulatory); Class C (Long-Term Care); Class H (Sterile Product Compounding),"14805 N. Outer 40, Suite 140, Chesterfield, Missouri, 63017",-90.5440508,38.6504908
